product_name,category,price,discount_pct,color_options,cluster_id,cluster_label,avg_price,price_tier,price_cleaned,sku_id,current_stock,fifo_unit_cost,fifo_inventory_value,fifo_batch_date
Duvet Cover Set Patterned Microfiber Ultra Soft Bedding In Desert Stripe,home_textile,24.99,46.0,1,2,Cluster 2 - Premium / Multi-Color,24.99,High,24.99,SKU-115239,208,11.38,2367.04,2026-04-16
"1pc Slogan Graphic Tapestry, Modern Flannelette Tapestry Poster Wall Hanging For Bedroom Aesthetic",home_textile,4.0,0.0,1,1,Cluster 0 - Budget / Regular,4.0,Medium,4.0,SKU-115240,493,1.62,798.66,2026-07-04
"1pc Pu Leather Material Kitchen Floor Mat In Khaki Color With Geometric Pattern, Simple Nordic Style, Non-slip, Shockproof, Easy To Clean, Relieve Stress On Feet, Water-resistant, Applicable For Kitchen",home_textile,16.6,0.0,8,0,Cluster 1 - High Discount / Promotional,16.6,High,16.6,SKU-115241,230,6.76,1554.8,2026-06-17
"1pc Round Shape Premium Soft Fluffy Easy To Clean Furry Warm And Cute Interior Decor Carpet, Suitable For Bedroom, Living Room, Dressing Room And Other Areas",home_textile,7.45,21.0,1,1,Cluster 0 - Budget / Regular,7.45,Medium,7.45,SKU-115242,33,2.67,88.11,2026-07-17
"1pc Plush Patchwork Glitter Craft Pillowcase, European And American Style Contrast Color Sofa Cushion Cover For Home Decor, Versatile For All Seasons",home_textile,6.3,0.0,1,1,Cluster 0 - Budget / Regular,6.3,Medium,6.3,SKU-115243,253,2.28,576.84,2026-06-17
"1pc Solid Color Four Seasons Universal Sofa Slipcover, Modern Style Polyester Fiber Rectangle Pet Hair Resistant Stretchy Couch Cover, Washable, Suitable For Living Room Home Decor",home_textile,10.27,22.0,6,1,Cluster 0 - Budget / Regular,10.27,High,10.27,SKU-115244,432,5.1,2203.2,2026-06-10
"3pcs Polyester Leopard Print Duvet Cover Set (1 Duvet Cover, 2 Pillowcases), Without Filling",home_textile,16.7,0.0,1,1,Cluster 0 - Budget / Regular,16.7,High,16.7,SKU-115245,333,7.01,2334.33,2026-05-18
"Quick-Drying Beach Towel Made Of Highly Absorbent Microfiber, Soft & Double-Sided Velour Beach Towel, Portable Lavender Yoga & Fitness Sports Towel",home_textile,3.15,25.0,15,0,Cluster 1 - High Discount / Promotional,3.15,Low,3.15,SKU-115246,137,1.03,141.11,2026-06-15
"Plain Cushion Cover, Simple White Polyester Throw Pillow Case, Pillow Insert Not Included, For Living Room Home Decor",home_textile,1.68,30.0,1,2,Cluster 2 - Premium / Multi-Color,1.68,Low,1.68,SKU-115247,102,0.52,53.04,2026-06-26
"1pc Solid Color Sofa Seat Cushion Cover, Grey Polyester Removable Seat Cushion Cover, Scratch Resistant Sofa Cushion Cover For Living Room Office",home_textile,4.6,0.0,9,0,Cluster 1 - High Discount / Promotional,4.6,Medium,4.6,SKU-115248,309,1.64,506.76,2026-07-13
"1pc Sun & Moon Bohemian Floral Tapestry, Hippie Psychedelic Mystery Hanging Cloth, Vintage Aesthetic Wall Decor For Bedroom Living Room",home_textile,3.8,0.0,1,1,Cluster 0 - Budget / Regular,3.8,Medium,3.8,SKU-115249,142,1.6,227.2,2026-07-05
"2/3pcs Satin Fitted Sheet Set - 1pc Satin Sheet And 1/2pcs Satin Pillowcase, Solid White, Deep Pocket Silk Fitted Fitted Sheet, Ultra Soft, For King Twin Queen Full Size Bedsheet",home_textile,5.1,0.0,5,1,Cluster 0 - Budget / Regular,5.1,Medium,5.1,SKU-115250,64,2.32,148.48,2026-07-20
"10pcs/5pcs/3pcs Non-Stick & Non-Shedding Kitchen Cleaning Cloth, Highly Absorbent Hand & Dish Towel, Thick Cleaning Cloth For Home Cleaning, Double-Sided Absorbent Tablecloth, Hanging Soft & Quick-Drying Towel, Cute Square Face Towel For Washing & Wiping In Kitchen & Bathroom",home_textile,1.7,0.0,1,1,Cluster 0 - Budget / Regular,1.7,Low,1.7,SKU-115251,486,0.57,277.02,2026-06-07
"1pc Simple And Stylish Velvet And Linen Window Curtain, Suitable For Bedroom, And Multi-Size For Summer Time Filtering Uv-Proof Fine Mesh Sheer Curtains Suitable For Farmhouse, Vacation Home Decoration",home_textile,5.4,0.0,4,1,Cluster 0 - Budget / Regular,5.4,Medium,5.4,SKU-115252,167,2.21,369.07,2026-07-21
"1pc Bohemian Geometric Print Decor Window Curtain, Blackout With Tassels, For Home Bedroom Living Room Dining Room Kitchen Door Cafe All-Season Decorative Curtains",home_textile,8.8,0.0,1,1,Cluster 0 - Budget / Regular,8.8,Medium,8.8,SKU-115253,38,2.8,106.4,2026-04-09
"2pcs Lace Bath Towel Set For Adult, Oversized, Absorbent, Great For Beach, Face & Body, 1 Bath Towel + 1 Hand Towel",home_textile,10.26,10.0,1,1,Cluster 0 - Budget / Regular,10.26,High,10.26,SKU-115254,419,3.17,1328.23,2026-05-10
"Leaf Print Stretchy Chair Seat Cover, Polyester Dining Chair Seat Cushion Slipcover For Household",home_textile,1.38,40.0,1,2,Cluster 2 - Premium / Multi-Color,1.38,Low,1.38,SKU-115255,220,0.71,156.2,2026-06-23
"1pc Solid Color Elastic Sofa Cushion Cover, Dust-Proof, Removable And Washable, Modern Minimalist Style, Suitable For Four Seasons, Living Room, Bedroom Home Décor",home_textile,3.9,0.0,4,1,Cluster 0 - Budget / Regular,3.9,Medium,3.9,SKU-115256,163,1.81,295.03,2026-07-31
3pcs/Set Multicolor Printed Chiffon Ruffle Trimmed Bedding Set,home_textile,22.05,25.0,1,2,Cluster 2 - Premium / Multi-Color,22.05,High,22.05,SKU-115257,302,10.92,3297.84,2026-06-11
1pc Marble Pattern Bath Rug Or 1pc Shower Curtain,home_textile,4.8,0.0,1,1,Cluster 0 - Budget / Regular,4.8,Medium,4.8,SKU-115258,484,1.66,803.44,2026-07-22
1pc Bohemian Style Fringe Decorative Pillowcase (For Vacation Vibe),home_textile,4.52,27.0,1,2,Cluster 2 - Premium / Multi-Color,4.52,Medium,4.52,SKU-115259,231,1.72,397.32,2026-05-03
"LongNap™ ChillTech 1pc New Upgrade! TPU 100% Waterproof Mattress Protector, Keep Your Mattress Dry & Clean,  More Softness & Breathable, Deep Pocket",home_textile,5.11,30.0,1,2,Cluster 2 - Premium / Multi-Color,5.11,Medium,5.11,SKU-115260,124,2.1,260.4,2026-04-28
"1pc Sunflower Tablecloth Rectangle Shape, Home Decorative, Spring&Summer Waterproof And Anti-Fouling Tablecloth, Suitable For Table And Party",home_textile,6.0,0.0,1,1,Cluster 0 - Budget / Regular,6.0,Medium,6.0,SKU-115261,446,2.79,1244.34,2026-06-17
"1pc Travel Blanket Pillow With Pockets With Soft Bag Pillowcase, Hand Luggage Sleeve, Premium Soft 2 In 1 Airplane Blanket, Travel Essentials On Airplane, Camping, Car, With Portable Soft Bag Pillowcase, Backpack Clip And Hand Luggage Belt, Compact Pack Large Rich Throw Blanket, Christmas Gifts And Backpack Clip Easter Gift Flight Essentials Car Pillow",home_textile,10.08,40.0,6,2,Cluster 2 - Premium / Multi-Color,10.08,High,10.08,SKU-115262,167,4.37,729.79,2026-05-15
"6pcs Cheesecloth Dinner Napkins, 50x50cm, Bohemian Rustic Style Wrinkled Tablecloth, Great For Wedding Party, Home Dining Table Decoration",home_textile,5.3,0.0,4,1,Cluster 0 - Budget / Regular,5.3,Medium,5.3,SKU-115263,268,2.32,621.76,2026-06-12
"1pc Solid Color Cheese Cloth Table Runner, Bohemian Style Polyester Tablecloth For Party Wedding Decoration",home_textile,3.4,0.0,9,0,Cluster 1 - High Discount / Promotional,3.4,Medium,3.4,SKU-115264,260,1.15,299.0,2026-06-26
Plain Satin Body Pillowcase Without Filler,home_textile,3.71,30.0,4,2,Cluster 2 - Premium / Multi-Color,3.71,Medium,3.71,SKU-115265,131,1.55,203.05,2026-04-05
"1pc Pink Cheese Cloth Table Runner, Bohemian Gauze Cheese Cloth Table Runner, Transparent Table Runner, Rustic Style Perfect For Wedding, Bridal Shower, Baby Shower, Birthday Party, Cake Table Decoration",home_textile,3.5,0.0,18,0,Cluster 1 - High Discount / Promotional,3.5,Medium,3.5,SKU-115266,308,1.77,545.16,2026-05-25
"LongNap™ 2/3pcs Supersoft Plain Duvet Cover Sets, Lightweight Cloud-like Feel Bedding, Duvet Cover*1 Pillowcase*1/2",home_textile,10.49,30.0,19,0,Cluster 1 - High Discount / Promotional,10.49,High,10.49,SKU-115267,272,4.48,1218.56,2026-05-10
"Dear Darling Design Studio Vacation 1pc Floral Print Tapestry,Boho Washable Tapestry Poster Wall Hanging For Bedroom Aesthetic",home_textile,3.8,0.0,1,1,Cluster 0 - Budget / Regular,3.8,Medium,3.8,SKU-115268,390,1.33,518.7,2026-04-09
"1pc Embroidery Dutch Velvet Thick Sofa Cushion, Scratch & Dust Resistance Sofa Cover, Modern Luxury Style All-Purpose Sofa Cover For Sofa Protection",home_textile,8.1,0.0,5,1,Cluster 0 - Budget / Regular,8.1,Medium,8.1,SKU-115269,58,3.27,189.66,2026-04-23
"1pc 1.5mm Thick Pvc Waterproof, Oil-Proof, Heat-Resistant, And Transparent Tablecloth See-Through Desk Mat For Dining Table, Coffee Table, Computer Desk",home_textile,9.1,0.0,1,1,Cluster 0 - Budget / Regular,9.1,Medium,9.1,SKU-115270,386,4.45,1717.7,2026-07-02
1pc Solid Fluffy Cushion Cover Without Filler,home_textile,4.6,0.0,1,1,Cluster 0 - Budget / Regular,4.6,Medium,4.6,SKU-115271,338,1.54,520.52,2026-04-25
"4pcs, Blend Placemats, Lemon Printed Small Fresh Style Yellow And White Buffalo Plaid Table Mats, Placemats For Dining Table, Room Decor",home_textile,2.95,50.0,1,2,Cluster 2 - Premium / Multi-Color,2.95,Low,2.95,SKU-115272,306,1.31,400.86,2026-06-24
"1pc Beige Daisy Lace Tablecloth, Dustproof Cover For Coffee Table Or Piano, Suitable For Country House And Special Occasions Such As Dinner Parties, Gatherings, Wedding Decorations, Rectangle Dining Table Cloth",home_textile,4.4,0.0,1,1,Cluster 0 - Budget / Regular,4.4,Medium,4.4,SKU-115273,371,2.38,882.98,2026-07-06
1PC Waterproof Corn Velvet Elastic Sofa Cushion Cover,home_textile,5.5,0.0,9,0,Cluster 1 - High Discount / Promotional,5.5,Medium,5.5,SKU-115274,86,2.17,186.62,2026-07-11
LOONEY TUNES X SHEIN Cartoon And Heart Printed Bath Towel,home_textile,10.4,0.0,1,1,Cluster 0 - Budget / Regular,10.4,High,10.4,SKU-115275,472,3.23,1524.56,2026-04-07
"One-Piece Dual-Layer Mesh Solid Beige Window Curtain, Double-Layered Curtain - 132cm Long, White Sheer Mixing Shiny Beige Curtain, Suitable For Children's Bedroom Or Living Room Insulated Light-Blocking Solid Color Steel Ring Home Decoration, Perfect For Girls' Princess Room Bedroom/Living Room/Dining Room Home Use",home_textile,14.4,10.0,1,1,Cluster 0 - Budget / Regular,14.4,High,14.4,SKU-115276,447,6.6,2950.2,2026-05-10
"JOLLYVOGUE Full Size Comforter Sets, Beige Comforter Set For Full Size Bed, Soft Warm Bedding 3 Pieces For All Seasons, 1 Comforter (82""X86"") And 2 Pillow Shams (20""X26"")",home_textile,23.99,0.0,8,0,Cluster 1 - High Discount / Promotional,23.99,High,23.99,SKU-115277,136,7.48,1017.28,2026-05-17
"1pc Solid Sheer Panel Curtain, Minimalist Polyester Light Filtering Privacy Sheer Curtain For Home",home_textile,2.9,0.0,1,1,Cluster 0 - Budget / Regular,2.9,Low,2.9,SKU-115278,206,1.01,208.06,2026-07-05
"Polyester Single Panel Curtain, European Style Contrast Lace Single Panel Blackout Curtain For Bedroom And Living Room",home_textile,8.1,0.0,1,1,Cluster 0 - Budget / Regular,8.1,Medium,8.1,SKU-115279,230,2.53,581.9,2026-04-24
"1pc Golden Gauze Table Runner & Metallic Flashing Tablecloth Roll For Wedding, Birthday, Home Table Decoration",home_textile,1.85,29.0,1,2,Cluster 2 - Premium / Multi-Color,1.85,Low,1.85,SKU-115280,492,0.63,309.96,2026-04-09
Flower Embroidered Single Panel Sheer Curtain,home_textile,12.3,0.0,1,1,Cluster 0 - Budget / Regular,12.3,High,12.3,SKU-115281,100,6.32,632.0,2026-05-17
1pc Geometric Jacquard Decor Faux Silk Pillowcase,home_textile,4.0,0.0,5,1,Cluster 0 - Budget / Regular,4.0,Medium,4.0,SKU-115282,420,1.93,810.6,2026-05-22
"1pc Solid Color Sofa Slipcover, Minimalist Polyester Tassel Decor Sofa Cover Blanket For Home",home_textile,16.0,0.0,1,1,Cluster 0 - Budget / Regular,16.0,High,16.0,SKU-115283,17,6.17,104.89,2026-06-21
"1pc Velvet Jacquard Dust-Proof Sofa Cushion Cover, Modern Style Pet-Friendly Elastic Sofa Cover, Anti-Scratch Solid Color Sofa Slipcover Suitable For L-Shaped Sofas And 1/2/3/4 Seater Sofas (Single Sale)",home_textile,5.6,0.0,5,1,Cluster 0 - Budget / Regular,5.6,Medium,5.6,SKU-115284,41,2.94,120.54,2026-07-15
1pc Waterproof Embossed Universal Elastic Sofa Cushion Cover With Modern Minimalist Anti-Slip Couch Cover For Living Room. Suitable For L-Shaped Sofas And 1/2/3/4-Seat Sofas,home_textile,6.1,0.0,8,0,Cluster 1 - High Discount / Promotional,6.1,Medium,6.1,SKU-115285,477,2.84,1354.68,2026-05-20
"1pc Cushion Cover, Boho Fabric Woven Detail Tassel Decor Decorative Throw Pillow Case Without Filler For Home",home_textile,8.8,0.0,4,1,Cluster 0 - Budget / Regular,8.8,Medium,8.8,SKU-115286,329,3.63,1194.27,2026-06-04
1pc Elastic Sofa Cover Polyester Fiber Knitted Milk Silk Couch Cover Universal Four Seasons,home_textile,12.9,0.0,11,0,Cluster 1 - High Discount / Promotional,12.9,High,12.9,SKU-115287,403,4.09,1648.27,2026-05-12
"1pc Oversized Waterproof Beach Blanket For 4-7 Adults - Lightweight & Sandproof Picnic Mat For Travel, Camping, Hiking - Enjoy Comfortable Outdoor Activities(140*200) Beach Towel",home_textile,6.3,25.0,1,1,Cluster 0 - Budget / Regular,6.3,Medium,6.3,SKU-115288,278,3.04,845.12,2026-05-15
"1/2pcs Spandex Tablecloth, Stretchable Table Cover, Fitted Rectangular Tablecloth, Universal Stretchable Patio Table Cloth For Wedding, Banquet, Party And Event",home_textile,11.8,0.0,1,1,Cluster 0 - Budget / Regular,11.8,High,11.8,SKU-115289,200,4.65,930.0,2026-06-29
"10pcs Window Screen Repair Patch - Strong Adhesive Mesh Repair Sticker, Cat & Bird Shaped Design",home_textile,1.31,23.0,1,1,Cluster 0 - Budget / Regular,1.31,Low,1.31,SKU-115290,358,0.49,175.42,2026-07-21
"Marble Pattern Duvet Cover Set Without Filler,Marble Duvet Cover Set (1 Duvet Cover + Pillowcase), Soft Microfiber Bedding For All Season",home_textile,13.73,25.0,1,2,Cluster 2 - Premium / Multi-Color,13.73,High,13.73,SKU-115291,172,5.11,878.92,2026-07-10
"1pc Donut Pillow, Tailbone Inflatable Donut Cushion, Pillow Seat Cushion For Home Office Chair Wheelchair Car,With Inflation Cylinder",home_textile,4.77,10.0,1,1,Cluster 0 - Budget / Regular,4.77,Medium,4.77,SKU-115292,70,1.44,100.8,2026-07-09
"1pc Solid Color Fitted Sheet, Mattress Protector, Mattress Cover, Bed Pad Cover, Soft Breathable And Comfortable Bedding, Minimalist Fabric Fitted Bottom Sheet For Home, For All Seasons, Dustproof Non-Slip, Dustproof Bedspread, Made Of Soft And Breathable Fabric",home_textile,4.4,0.0,8,0,Cluster 1 - High Discount / Promotional,4.4,Medium,4.4,SKU-115293,447,2.14,956.58,2026-05-04
"1pc Waterproof Elastic Sofa Cushion Cover, Simple Modern Style Anti-Slip Sofa Cover, Living Room Sofa Protector Suitable For L-Shaped Sofas And 1/2/3/4 Seater Sofas",home_textile,6.1,0.0,8,0,Cluster 1 - High Discount / Promotional,6.1,Medium,6.1,SKU-115294,273,2.05,559.65,2026-05-07
"4pcs,Green Marble Pattern Shower Curtain Set, Modern Decorative Bathroom Set, Bathroom Rug, U-Shape Mat, Toilet Lid Pad, Water-Resistant Curtain Including 12 Hooks, Bathroom Accessories",home_textile,17.4,40.0,1,2,Cluster 2 - Premium / Multi-Color,17.4,High,17.4,SKU-115295,294,7.48,2199.12,2026-06-25
"1pc High Elasticity Dining Chair Cover, Modern Polyester Washable Seat Dust Protector, Suitable For Restaurant, Hotel, All Seasons",home_textile,6.9,0.0,6,1,Cluster 0 - Budget / Regular,6.9,Medium,6.9,SKU-115296,104,2.1,218.4,2026-06-12
"Gamepad Print Cushion Cover Without Filler, Modern Throw Pillow Cover, Pillow Insert Not Include, For Sofa, Living Room",home_textile,2.21,18.0,1,1,Cluster 0 - Budget / Regular,2.21,Low,2.21,SKU-115297,50,1.01,50.5,2026-05-16
"1pc Simple Floral Tablecloth - Great For Parties, Picnics, Dinners And Restaurant Decor - Linen-Like Tablecloth And Picnic Mat - Washable, High-End - Ideal Gift For Home Decor",home_textile,5.7,0.0,4,1,Cluster 0 - Budget / Regular,5.7,Medium,5.7,SKU-115298,423,2.24,947.52,2026-05-06
Sun And Moon Stars Hippie Throw Blanket Celestial Tapestry Double-Sided Reversible Woven Home Decor Bedding Chair Couch Recliner Cover Loveseat Rug Oversized Tassels Blue Yellow,home_textile,27.1,0.0,1,1,Cluster 0 - Budget / Regular,27.1,High,27.1,SKU-115299,479,12.4,5939.6,2026-06-03
"1pc Men's Wearable Bath Towel With Pocket, Soft Coral Fleece Water Absorbent Shower Wrap, Solid Color Bathrobe For Bathroom Use, Ideal For Sauna, Spa, Showering",home_textile,5.26,46.0,1,2,Cluster 2 - Premium / Multi-Color,5.26,Medium,5.26,SKU-115300,158,1.7,268.6,2026-05-12
"1pc Sequin Decor Cushion Cover Without Filler, Throw Pillow Cover, For Sofa, Couch, For Living Room",home_textile,4.1,0.0,1,1,Cluster 0 - Budget / Regular,4.1,Medium,4.1,SKU-115301,213,1.5,319.5,2026-04-07
"Tiger Print Cushion Cover Without Filler, Modern Throw Pillow Cover, Pillow Insert Not Include, For Sofa, Living Room",home_textile,2.9,0.0,1,1,Cluster 0 - Budget / Regular,2.9,Low,2.9,SKU-115302,276,0.95,262.2,2026-04-06
"1pc Solid Color Blackout Curtain, Minimalist Polyester Single Panel Blackout Curtain For Home",home_textile,6.8,0.0,8,0,Cluster 1 - High Discount / Promotional,6.8,Medium,6.8,SKU-115303,11,3.14,34.54,2026-06-14
"1pair Polyester Pillowcase Without Filler, Geometric Quilted Pillow Cover For Bed",home_textile,7.56,10.0,5,1,Cluster 0 - Budget / Regular,7.56,Medium,7.56,SKU-115304,187,2.47,461.89,2026-04-21
"1pc Disposable Wedding Carpet, Red Or White, Suitable For Wedding Ceremony, Event Stage, Shop Opening, Entrance Decoration",home_textile,10.3,0.0,1,1,Cluster 0 - Budget / Regular,10.3,High,10.3,SKU-115305,434,4.68,2031.12,2026-07-31
"4pcs Bathroom Anti-Slip Mat Splice Floor Mat Set, Suitable For Toilet, Shower Room, Waterproof Foot Pad",home_textile,8.09,13.0,1,1,Cluster 0 - Budget / Regular,8.09,Medium,8.09,SKU-115306,203,2.7,548.1,2026-05-15
"1pc/4pcs/6pcs Splash-Proof Solid Color High Stretch Stool Cover, Chair Seat Cover, Dust-Proof Washable Removable Stool Surface Protective Cover, Suitable For Living Room, Dining Room, Hotel, Office",home_textile,2.0,0.0,1,1,Cluster 0 - Budget / Regular,2.0,Low,2.0,SKU-115307,491,1.07,525.37,2026-06-19
"1pc Silicone Mud Kitchen Mat With High End Texture & Gradual Line Pattern, Anti-Fatigue & Cushion, Water Absorbent & Quick Dry, Non-Slip Mat For Kitchen, Bathroom, Entrance, Laundry, Etc.",home_textile,9.2,0.0,1,1,Cluster 0 - Budget / Regular,9.2,Medium,9.2,SKU-115308,396,3.72,1473.12,2026-07-23
"1pc Geometric Pattern Cushion Cover Without Filler, Modern Fabric Pillow Cover For Home",home_textile,3.7,0.0,1,1,Cluster 0 - Budget / Regular,3.7,Medium,3.7,SKU-115309,345,1.23,424.35,2026-06-15
"Solid Color Fitted Sheet, Dark Green Elastic Fitted Sheet, For Bedroom",home_textile,7.41,22.0,1,1,Cluster 0 - Budget / Regular,7.41,Medium,7.41,SKU-115310,444,2.3,1021.2,2026-07-02
"1pc Universal Computer Office Chair Cover With Durable Zipper, Simple Style Printed Rotating Chair Desk Cover, For Desktop Computer Chair",home_textile,9.4,0.0,4,1,Cluster 0 - Budget / Regular,9.4,Medium,9.4,SKU-115311,205,3.59,735.95,2026-05-04
Solid Color Ruffle Bed Skirt,home_textile,10.15,30.0,5,2,Cluster 2 - Premium / Multi-Color,10.15,High,10.15,SKU-115312,352,5.31,1869.12,2026-04-07
"1pc Solid Outdoor Waterproof Curtain, White Polyester Curtain For Party, Wedding , Holiday",home_textile,10.7,0.0,1,1,Cluster 0 - Budget / Regular,10.7,High,10.7,SKU-115313,258,3.59,926.22,2026-06-30
"10 PCS White Chair Covers For Chair Decor - 16.9x18.8x38in Washable Removable Universal Stretch Spandex Dining Room Chair Slipcovers Protectors For Party, Concerts, Wedding Banquet Celebration Holiday Indoor / Outdoor Uses",home_textile,31.99,36.0,1,2,Cluster 2 - Premium / Multi-Color,31.99,High,31.99,SKU-115314,221,15.92,3518.32,2026-06-17
"1PC Ergonomic Anti-Slip Water Absorbent Kitchen Mat Woven Brown Anti-Slip Rubber Bottom Easy To Clean And Large Comfortable Carpet Suitable For Home Office, Seasonal Decorative Floor Mat Carpet",home_textile,17.2,0.0,1,1,Cluster 0 - Budget / Regular,17.2,High,17.2,SKU-115315,162,6.95,1125.9,2026-04-11
"5 Inch Green Tea Memory Foam Mattress Cooling Gel Infused Mattress,Medium Firm Mattresses Fiberglass Free/CertiPUR-US Certified/Bed-In-A-Box/Pressure Relieving",home_textile,89.98,55.0,1,2,Cluster 2 - Premium / Multi-Color,89.98,High,89.98,SKU-115316,167,45.06,7525.02,2026-04-10
"1pc HELLO And Welcome Rectangular Coconut Shell Entrance Welcome Doormat, Natural Fiber, Suitable For Indoor Or Outdoor Use - Decorative Script Hello Suitable For Spring, Summer, Autumn, And Winter, Living Room, Bedroom, Kitchen, Bathroom, And Porch",home_textile,4.57,32.0,5,2,Cluster 2 - Premium / Multi-Color,4.57,Medium,4.57,SKU-115317,475,2.37,1125.75,2026-06-06
"1pc Brushed Solid Color Fitted Sheet, Deep Pocket Mattress Protector Cover For Bed, Soft And Breathable Bedsheet, Bedding Supplies, Simple Style, Perfect Fit For Twin Full King Queen All Size Bed",home_textile,4.4,0.0,4,1,Cluster 0 - Budget / Regular,4.4,Medium,4.4,SKU-115318,371,2.42,897.82,2026-05-05
1pc Minimalist Cushion Cover Without Filler,home_textile,1.77,41.0,6,2,Cluster 2 - Premium / Multi-Color,1.77,Low,1.77,SKU-115319,148,0.56,82.88,2026-06-30
1PC Entry Door Mat Cute Cat Letter Print Welcome Mat Modern Living Room Bedroom Hallway Non Slip Floor Mat,home_textile,7.4,0.0,1,1,Cluster 0 - Budget / Regular,7.4,Medium,7.4,SKU-115320,230,3.69,848.7,2026-07-18
"1pc 28*275cm Plain Color Table Runner, Tablecloth, Party Table Banner",home_textile,2.9,0.0,8,0,Cluster 1 - High Discount / Promotional,2.9,Low,2.9,SKU-115321,282,0.92,259.44,2026-07-25
1pc Plain Stretchy Office Chair Slipcover,home_textile,8.8,0.0,1,1,Cluster 0 - Budget / Regular,8.8,Medium,8.8,SKU-115322,163,3.33,542.79,2026-04-30
1pc Plain Stretchy Bench Cover,home_textile,5.76,17.0,1,1,Cluster 0 - Budget / Regular,5.76,Medium,5.76,SKU-115323,258,2.66,686.28,2026-06-01
"1pc Cheese Cloth Tablecloth, Bohemian Gauze Table Runner, Thin Transparent Tablecloth, Suitable For Baby Shower, Wedding, Bride, Birthday, Party, Table Decoration",home_textile,3.1,0.0,9,0,Cluster 1 - High Discount / Promotional,3.1,Low,3.1,SKU-115324,288,1.28,368.64,2026-07-22
"1pc Geometric Pattern Pink Stretchy Sofa Seat Cover, Polyester Soft Stretchy Sofa Slipcover For Household",home_textile,4.8,0.0,5,1,Cluster 0 - Budget / Regular,4.8,Medium,4.8,SKU-115325,449,2.12,951.88,2026-05-10
Solid Plush Rug,home_textile,5.96,14.0,1,1,Cluster 0 - Budget / Regular,5.96,Medium,5.96,SKU-115326,445,3.23,1437.35,2026-05-15
"1pc Jacquard Sofa Seat Cushion Cover, Chair Cover Sofa Slipcovers, Stretch Washable Removable Slipcover, Polar Fleece Sofa Protector",home_textile,4.76,16.0,8,0,Cluster 1 - High Discount / Promotional,4.76,Medium,4.76,SKU-115327,313,2.4,751.2,2026-05-11
"Soft Coral Fleece Towel Set - Absorbent Bath And Face Towels, Ideal For Home, Gym, And Pool Use",home_textile,3.2,0.0,1,1,Cluster 0 - Budget / Regular,3.2,Low,3.2,SKU-115328,285,1.25,356.25,2026-05-18
1pc Peach Skin Background Cloth Ins Hanging Cloth Layout Room Graffiti Tapestry Bedroom Bedside Wall Cloth Background Wall Decoration Hanging Canvas Art,home_textile,4.0,0.0,1,1,Cluster 0 - Budget / Regular,4.0,Medium,4.0,SKU-115329,11,1.8,19.8,2026-04-20
"1pair Grey Pillow Case Without Filler, Minimalist Polyester Jacquard Bed Pillow Case For Home",home_textile,7.29,10.0,5,1,Cluster 0 - Budget / Regular,7.29,Medium,7.29,SKU-115330,97,2.28,221.16,2026-07-06
"LongNap™ 2/3pcs Supersoft Zigzag Plain Quilted Bedspread Set, Lightweight Cloud-like Feel Bedding, Bedspread*1 Sham*1/2",home_textile,19.46,44.0,10,0,Cluster 1 - High Discount / Promotional,19.46,High,19.46,SKU-115331,296,8.04,2379.84,2026-04-20
"Universal Elastic Sofa Cover For Sofa Seat And Backrest, Slip Resistant Sofa Armchair Cover Furniture Protector",home_textile,15.21,10.0,1,1,Cluster 0 - Budget / Regular,15.21,High,15.21,SKU-115332,420,6.88,2889.6,2026-04-06
"1pc Floral Shower Curtain Colorful Shower Curtain Flower Boho Bright Unique Flowered Fabric Bohemian Shower Curtain For Bathroom With 12 Hooks, 36/59/72/78x72 Inch",home_textile,4.86,40.0,1,2,Cluster 2 - Premium / Multi-Color,4.86,Medium,4.86,SKU-115333,139,2.33,323.87,2026-06-21
"1pc Line Art Pillow Cover With Canvas Fabric, Nordic Style Tufted Four-Corner Tassel Decoration, For Sofa, Bed, Car, All Seasons Use",home_textile,7.38,10.0,1,1,Cluster 0 - Budget / Regular,7.38,Medium,7.38,SKU-115334,87,3.88,337.56,2026-06-07
1 Pack Pink Melting Skull Tufting Rug Fluffy Cartoon Animal Mat Carpet Area Floor Pad Bedroom Aesthetic Home Room Decor For Teen,home_textile,19.6,0.0,1,1,Cluster 0 - Budget / Regular,19.6,High,19.6,SKU-115335,269,7.27,1955.63,2026-05-15
1pc Creative Sunrise Or Sunset Scenery Wall Decoration Hand-Woven Tapestry,home_textile,8.8,0.0,1,1,Cluster 0 - Budget / Regular,8.8,Medium,8.8,SKU-115336,250,4.62,1155.0,2026-07-08
Leaf Embroidered Single Panel Sheer Curtain,home_textile,10.4,0.0,1,1,Cluster 0 - Budget / Regular,10.4,High,10.4,SKU-115337,150,4.84,726.0,2026-04-05
Comforter - All Season Comforters Queen Size - Plush Siliconized Fiberfill - White Bed Comforter - Box Stitched,home_textile,42.99,31.0,1,2,Cluster 2 - Premium / Multi-Color,42.99,High,42.99,SKU-115338,237,13.73,3254.01,2026-04-10
1PC Dark Green Sheer Vintage Tulle Curtains Elegant Ruffle Embroidered Flowers Light Filtering Window Drapes for Bedroom Balcony,home_textile,9.99,10.0,1,1,Cluster 0 - Budget / Regular,9.99,High,9.99,SKU-115339,172,3.95,679.4,2026-07-23
